id,item_id,dept_id,cat_id,store_id,state_id,d,quantity_sold,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,cost_price,selling_price,snap_flag,is_weekend,lag_1,lag_7,lag_28,rolling_mean_7,rolling_mean_28,rolling_std_28,gross_margin,sales_momentum,stock_level,reorder_level,inventory_gap,inventory_turnover_proxy,future_7_day_demand,future_daily_demand,days_to_stockout_target,stockout_risk,product_movement_class
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1593,15.0,2015-06-09,11519,Tuesday,4,6,2015,Unknown,Unknown,Unknown,Unknown,1,1,1,22.82,31.26,1,0,17.0,13.0,12.0,18.428571428571427,15.642857142857142,7.577815016433195,8.440000000000001,1.178006885404586,344.0,145.0,199.0,0.04547328973711455,93.0,13.285714285714286,25.699039487726786,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1594,6.0,2015-06-10,11519,Wednesday,5,6,2015,Unknown,Unknown,Unknown,Unknown,1,0,0,22.82,31.26,0,0,15.0,22.0,21.0,18.714285714285715,15.75,7.54554074836159,8.440000000000001,1.1881331797527597,346.0,147.0,199.0,0.04552009965289118,104.0,14.857142857142858,23.132760267430754,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1595,15.0,2015-06-11,11519,Thursday,6,6,2015,Unknown,Unknown,Unknown,Unknown,0,1,1,22.82,31.26,1,0,6.0,12.0,34.0,16.428571428571427,15.214285714285714,7.690095326949214,8.440000000000001,1.07974123766513,335.0,131.0,204.0,0.045415642682516515,100.0,14.285714285714286,23.286991062562066,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1596,21.0,2015-06-12,11519,Friday,7,6,2015,Unknown,Unknown,Unknown,Unknown,0,1,1,22.82,31.26,1,0,15.0,21.0,26.0,16.857142857142858,14.535714285714286,6.7521307630458285,8.440000000000001,1.1596253820375995,319.0,132.0,187.0,0.04556635962180146,91.0,13.0,24.35114503816794,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1597,17.0,2015-06-13,11520,Saturday,1,6,2015,Unknown,Unknown,Unknown,Unknown,0,1,0,22.82,31.26,0,1,21.0,21.0,17.0,16.857142857142858,14.357142857142858,6.499084184567487,8.440000000000001,1.1740475787756077,315.0,131.0,184.0,0.0455780866001786,87.0,12.428571428571429,25.14253135689852,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1598,10.0,2015-06-14,11520,Sunday,2,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,1,22.82,31.26,1,1,17.0,23.0,18.0,16.285714285714285,14.357142857142858,6.499084184567487,8.440000000000001,1.134249355766265,315.0,127.0,188.0,0.0455780866001786,89.0,12.714285714285714,24.581939799331106,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1599,13.0,2015-06-15,11520,Monday,3,6,2015,Unknown,Unknown,Unknown,Unknown,0,1,1,22.82,31.26,1,0,10.0,17.0,4.0,14.428571428571429,14.071428571428571,6.508846239164002,8.440000000000001,1.0253078461429137,309.0,115.0,194.0,0.04553845641738562,82.0,11.714285714285714,26.154776299879085,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1600,11.0,2015-06-16,11520,Tuesday,4,6,2015,NBAFinalsEnd,Sporting,Unknown,Unknown,0,0,0,22.82,31.26,0,0,13.0,15.0,3.0,13.857142857142858,14.392857142857142,6.208353307733927,8.440000000000001,0.9627122681302541,315.0,110.0,205.0,0.04569146492505466,84.0,12.0,26.03305785123967,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1601,17.0,2015-06-17,11520,Wednesday,5,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,11.0,6.0,10.0,13.285714285714286,14.678571428571429,5.837640133482221,8.440000000000001,0.905047831291299,320.0,105.0,215.0,0.045870392369309565,72.0,10.285714285714286,30.811554332874827,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1602,11.0,2015-06-18,11520,Thursday,6,6,2015,Ramadan starts,Religious,Unknown,Unknown,0,0,0,22.82,31.26,0,0,17.0,15.0,12.0,14.857142857142858,14.928571428571429,5.779456410607869,8.440000000000001,0.9951486503296431,326.0,116.0,210.0,0.045793023421926406,71.0,10.142857142857142,31.827057182705722,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1603,12.0,2015-06-19,11520,Friday,7,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,11.0,21.0,8.0,14.285714285714286,14.892857142857142,5.801272438419169,8.440000000000001,0.9591682093288701,325.0,112.0,213.0,0.04582403482714559,83.0,11.857142857142858,27.180406212664277,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1604,13.0,2015-06-20,11521,Saturday,1,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,1,12.0,17.0,32.0,13.0,15.035714285714286,5.673082269266191,8.440000000000001,0.8645505762087082,328.0,103.0,225.0,0.04584045257701741,83.0,11.857142857142858,27.431302270011948,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1605,12.0,2015-06-21,11521,Sunday,2,6,2015,Father's day,Cultural,Unknown,Unknown,0,0,0,22.82,31.26,0,1,13.0,10.0,14.0,12.428571428571429,14.357142857142858,4.6044606851463294,8.440000000000001,0.8656113504532023,311.0,97.0,214.0,0.04616429804773251,82.0,11.714285714285714,26.324062877871828,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1606,6.0,2015-06-22,11521,Monday,3,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,12.0,13.0,14.0,12.714285714285714,14.285714285714286,4.6256702646022445,8.440000000000001,0.8899377043606946,310.0,99.0,211.0,0.04608280065456011,86.0,12.285714285714286,25.02883506343714,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1607,13.0,2015-06-23,11521,Tuesday,4,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,6.0,11.0,6.0,11.714285714285714,14.0,4.883835772407981,8.440000000000001,0.8366749313824523,304.0,92.0,212.0,0.046052480090526024,84.0,12.0,25.123966942148762,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1608,5.0,2015-06-24,11521,Wednesday,5,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,13.0,17.0,14.0,12.0,14.25,4.63181429935438,8.440000000000001,0.8420461721984422,309.0,94.0,215.0,0.04611635561049965,82.0,11.714285714285714,26.154776299879085,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1609,10.0,2015-06-25,11521,Thursday,6,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,5.0,11.0,13.0,10.285714285714286,13.928571428571429,4.951083468618512,8.440000000000001,0.7384085245161887,303.0,82.0,221.0,0.04596873089056284,83.0,11.857142857142858,25.340501792114694,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1610,24.0,2015-06-26,11521,Friday,7,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,10.0,12.0,12.0,10.142857142857142,13.821428571428571,5.004098849044181,8.440000000000001,0.7337970379404074,301.0,82.0,219.0,0.045918214794730156,71.0,10.142857142857142,29.386331938633198,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1611,13.0,2015-06-27,11522,Saturday,1,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,1,24.0,13.0,10.0,11.857142857142858,14.25,5.34460614216004,8.440000000000001,0.8320218130056037,310.0,94.0,216.0,0.0459675936529237,71.0,10.142857142857142,30.264993026499305,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1612,11.0,2015-06-28,11522,Sunday,2,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,1,13.0,12.0,20.0,11.857142857142858,14.357142857142858,5.28600027826323,8.440000000000001,0.8258131274438597,313.0,94.0,219.0,0.04586931944991504,74.0,10.571428571428571,29.330655957161984,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1613,10.0,2015-06-29,11522,Monday,3,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,11.0,6.0,9.0,11.714285714285714,14.035714285714286,5.203148212645045,8.440000000000001,0.8345461392063669,306.0,93.0,213.0,0.04586819744286551,81.0,11.571428571428571,26.217870257037944,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1614,11.0,2015-06-30,11522,Tuesday,4,6,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,10.0,13.0,13.0,12.285714285714286,14.071428571428571,5.170633397897181,8.440000000000001,0.8730344036464415,306.0,97.0,209.0,0.045984910413458036,80.0,11.428571428571429,26.54275092936803,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1615,3.0,2015-07-01,11522,Wednesday,5,7,2015,Unknown,Unknown,Unknown,Unknown,1,1,0,22.82,31.26,0,0,11.0,5.0,22.0,12.0,14.0,5.199715091910042,8.440000000000001,0.8570816370259268,305.0,95.0,210.0,0.045901488847577554,94.0,13.428571428571429,22.544878563885955,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1616,11.0,2015-07-02,11522,Thursday,6,7,2015,Unknown,Unknown,Unknown,Unknown,1,0,1,22.82,31.26,1,0,3.0,10.0,12.0,11.714285714285714,13.321428571428571,5.354496700964054,8.440000000000001,0.8792905626387295,291.0,93.0,198.0,0.04577794774392037,92.0,13.142857142857142,21.97411003236246,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1617,12.0,2015-07-03,11522,Friday,7,7,2015,Unknown,Unknown,Unknown,Unknown,1,1,1,22.82,31.26,1,0,11.0,24.0,21.0,11.857142857142858,13.285714285714286,5.366957499760253,8.440000000000001,0.8924059479394024,290.0,94.0,196.0,0.04581264990711855,88.0,12.571428571428571,22.886133032694477,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1618,13.0,2015-07-04,11523,Saturday,1,7,2015,IndependenceDay,National,Unknown,Unknown,1,0,0,22.82,31.26,0,1,12.0,13.0,21.0,10.142857142857142,12.964285714285714,5.153079933809763,8.440000000000001,0.7823088026267947,283.0,82.0,201.0,0.04581003499735236,94.0,13.428571428571429,20.91869060190074,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1619,14.0,2015-07-05,11523,Sunday,2,7,2015,Unknown,Unknown,Unknown,Unknown,1,1,1,22.82,31.26,1,1,13.0,11.0,23.0,10.142857142857142,12.678571428571429,4.906938182618806,8.440000000000001,0.7999369063848485,277.0,81.0,196.0,0.04577085074989415,89.0,12.714285714285714,21.616499442586402,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1620,17.0,2015-07-06,11523,Monday,3,7,2015,Unknown,Unknown,Unknown,Unknown,1,1,1,22.82,31.26,1,0,14.0,10.0,17.0,10.571428571428571,12.357142857142858,4.482181063940536,8.440000000000001,0.8554221045695724,269.0,83.0,186.0,0.04593716327129958,93.0,13.285714285714286,20.096051227321237,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1621,10.0,2015-07-07,11523,Tuesday,4,7,2015,Unknown,Unknown,Unknown,Unknown,1,1,0,22.82,31.26,0,0,17.0,11.0,15.0,11.571428571428571,12.357142857142858,4.482181063940536,8.440000000000001,0.936340411758586,269.0,90.0,179.0,0.04593716327129958,102.0,14.571428571428571,18.33495618305745,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1622,17.0,2015-07-08,11523,Wednesday,5,7,2015,Unknown,Unknown,Unknown,Unknown,1,0,1,22.82,31.26,1,0,10.0,3.0,6.0,11.428571428571429,12.178571428571429,4.472579597275859,8.440000000000001,0.9383393738930528,265.0,89.0,176.0,0.045956699893854855,97.0,13.857142857142858,18.986693961105424,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1623,9.0,2015-07-09,11523,Thursday,6,7,2015,Unknown,Unknown,Unknown,Unknown,1,1,1,22.82,31.26,1,0,17.0,11.0,15.0,13.428571428571429,12.571428571428571,4.3921526944091225,8.440000000000001,1.0680968559319146,273.0,103.0,170.0,0.046049020228601995,101.0,14.428571428571429,18.790560471976402,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1624,8.0,2015-07-10,11523,Friday,7,7,2015,Unknown,Unknown,Unknown,Unknown,1,0,0,22.82,31.26,0,0,9.0,12.0,21.0,13.142857142857142,12.357142857142858,4.415580878814759,8.440000000000001,1.0634977516270359,269.0,101.0,168.0,0.04593716327129958,103.0,14.714285714285714,18.158148505303764,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1625,19.0,2015-07-11,11524,Saturday,1,7,2015,Unknown,Unknown,Unknown,Unknown,0,1,1,22.82,31.26,1,1,8.0,13.0,17.0,12.571428571428571,11.892857142857142,4.148531964480626,8.440000000000001,1.0569681828554958,259.0,97.0,162.0,0.04591819005662968,101.0,14.428571428571429,17.826941986234022,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1626,9.0,2015-07-12,11524,Sunday,2,7,2015,Unknown,Unknown,Unknown,Unknown,0,1,1,22.82,31.26,1,1,19.0,14.0,10.0,13.428571428571429,11.964285714285714,4.255559699944108,8.440000000000001,1.1222942560024836,260.0,103.0,157.0,0.046016306530689166,99.0,14.142857142857142,18.254764292878637,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1627,21.0,2015-07-13,11524,Monday,3,7,2015,Unknown,Unknown,Unknown,Unknown,0,1,0,22.82,31.26,0,0,9.0,17.0,13.0,12.714285714285714,11.928571428571429,4.2767984861348465,8.440000000000001,1.065778916737519,260.0,98.0,162.0,0.04587894442164234,85.0,12.142857142857142,21.236872812135356,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1628,19.0,2015-07-14,11524,Tuesday,4,7,2015,Unknown,Unknown,Unknown,Unknown,0,0,1,22.82,31.26,1,0,21.0,10.0,11.0,13.285714285714286,12.214285714285714,4.60560964603387,8.440000000000001,1.087630252493948,266.0,103.0,163.0,0.04591819472214659,73.0,10.428571428571429,25.26458616010855,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1629,12.0,2015-07-15,11524,Wednesday,5,7,2015,Unknown,Unknown,Unknown,Unknown,0,1,1,22.82,31.26,1,0,19.0,17.0,17.0,14.571428571428571,12.5,4.77260702109212,8.440000000000001,1.1656210360314032,273.0,112.0,161.0,0.04578737806821221,68.0,9.714285714285714,27.816593886462886,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1630,13.0,2015-07-16,11524,Thursday,6,7,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,12.0,9.0,11.0,13.857142857142858,12.321428571428571,4.690838758044054,8.440000000000001,1.1245464136244017,269.0,107.0,162.0,0.045804396903463454,58.0,8.285714285714286,32.078364565587734,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1631,10.0,2015-07-17,11524,Friday,7,7,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,13.0,8.0,12.0,14.428571428571429,12.392857142857142,4.685195641705715,8.440000000000001,1.1641711907972845,270.0,111.0,159.0,0.04589930090206015,76.0,10.857142857142858,24.641460234680572,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1632,17.0,2015-07-18,11525,Saturday,1,7,2015,Eid al-Fitr,Religious,Unknown,Unknown,0,0,0,22.82,31.26,0,1,10.0,19.0,13.0,14.714285714285714,12.321428571428571,4.706603488941513,8.440000000000001,1.1941059856011687,269.0,113.0,156.0,0.045804396903463454,70.0,10.0,26.633663366336634,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1633,7.0,2015-07-19,11525,Sunday,2,7,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,1,17.0,9.0,12.0,14.428571428571429,12.464285714285714,4.787964408243152,8.440000000000001,1.1575002578589684,272.0,111.0,161.0,0.04582441135983219,73.0,10.428571428571429,25.834464043419267,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1634,7.0,2015-07-20,11525,Monday,3,7,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,7.0,21.0,6.0,14.142857142857142,12.285714285714286,4.897899344557625,8.440000000000001,1.1510690990268233,268.0,109.0,159.0,0.04584204643159648,79.0,11.285714285714286,23.538268506900877,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1635,7.0,2015-07-21,11525,Tuesday,4,7,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,7.0,19.0,13.0,12.142857142857142,12.321428571428571,4.853815386839907,8.440000000000001,0.9854272696708674,269.0,95.0,174.0,0.045804396903463454,88.0,12.571428571428571,21.228861330326946,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1636,7.0,2015-07-22,11525,Wednesday,5,7,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,7.0,12.0,5.0,10.428571428571429,12.107142857142858,4.954154902064611,8.440000000000001,0.8612857935037814,265.0,83.0,182.0,0.045687159132014064,87.0,12.428571428571429,21.151653363740024,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1637,3.0,2015-07-23,11525,Thursday,6,7,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,7.0,13.0,10.0,9.714285714285714,12.178571428571429,4.861439898178101,8.440000000000001,0.7975884678090948,266.0,78.0,188.0,0.04578393099488885,95.0,13.571428571428571,19.456635318704286,0,fast_moving
FOODS_1_004_WI_1_validation,FOODS_1_004,FOODS_1,FOODS,WI_1,WI,d_1638,28.0,2015-07-24,11525,Friday,7,7,2015,Unknown,Unknown,Unknown,Unknown,0,0,0,22.82,31.26,0,0,3.0,10.0,24.0,8.285714285714286,11.928571428571429,5.149099679869048,8.440000000000001,0.6945525524806304,261.0,69.0,192.0,0.045703163698880195,84.0,12.0,21.5702479338843,0,fast_moving
